"security_id","symbol","name","series","tick_size","lot_size","instrument_type","segment","exchange","upper_limit","lower_limit","expiry_date","strike_price","freeze_quantity"
"1136336","SENSEX50-Jul2026-24300-PE","SENSEX50 30 JUL 24300 PUT","","5.0000","75","OPTIDX","D","BSE","567.8000","46.2500","2026-07-30 00:00:00","24300.0","1800"
"1138307","SENSEX-Jun2026-76900-PE","SENSEX 18 JUN 76900 PUT","","5.0000","20","OPTIDX","D","BSE","3617.0000","358.0000","2026-06-18 00:00:00","76900.0","1000"
"1136340","BANKEX-Jul2026-64000-PE","BANKEX 30 JUL 64000 PUT","","5.0000","30","OPTIDX","D","BSE","4824.2500","1963.0500","2026-07-30 00:00:00","64000.0","900"
"1138361","BANKEX-Jul2026-62000-CE","BANKEX 30 JUL 62000 CALL","","5.0000","30","OPTIDX","D","BSE","2848.3500","530.7500","2026-07-30 00:00:00","62000.0","900"
"1136345","BANKEX-Jul2026-66300-PE","BANKEX 30 JUL 66300 PUT","","5.0000","30","OPTIDX","D","BSE","6934.9000","3387.1000","2026-07-30 00:00:00","66300.0","900"
"1136346","BANKEX-Jul2026-68600-PE","BANKEX 30 JUL 68600 PUT","","5.0000","30","OPTIDX","D","BSE","9177.9500","5173.0500","2026-07-30 00:00:00","68600.0","900"
"1138360","SENSEX50-Jul2026-24600-CE","SENSEX50 30 JUL 24600 CALL","","5.0000","75","OPTIDX","D","BSE","1469.2500","282.4500","2026-07-30 00:00:00","24600.0","1800"
"1136351","SENSEX-Jun2026-83200-PE","SENSEX 18 JUN 83200 PUT","","5.0000","20","OPTIDX","D","BSE","10139.8000","4791.0000","2026-06-18 00:00:00","83200.0","1000"
"1138336","SENSEX-Jul2026-70100-PE","SENSEX 30 JUL 70100 PUT","","5.0000","20","OPTIDX","D","BSE","572.9500","0.0500","2026-07-30 00:00:00","70100.0","1000"
"1138341","SENSEX-Jul2026-72400-PE","SENSEX 30 JUL 72400 PUT","","5.0000","20","OPTIDX","D","BSE","1250.8000","122.8000","2026-07-30 00:00:00","72400.0","1000"
"1136332","SENSEX-Jun2026-76200-CE","SENSEX 18 JUN 76200 CALL","","5.0000","20","OPTIDX","D","BSE","2424.5500","0.0500","2026-06-18 00:00:00","76200.0","1000"
"1138344","SENSEX-Jul2026-74700-PE","SENSEX 30 JUL 74700 PUT","","5.0000","20","OPTIDX","D","BSE","2348.8000","475.7500","2026-07-30 00:00:00","74700.0","1000"
"1136378","SENSEX-Jul2026-81000-PE","SENSEX 30 JUL 81000 PUT","","5.0000","20","OPTIDX","D","BSE","7361.4000","3263.8500","2026-07-30 00:00:00","81000.0","1000"
"1138373","BANKEX-Jul2026-64300-CE","BANKEX 30 JUL 64300 CALL","","5.0000","30","OPTIDX","D","BSE","1619.5500","131.7500","2026-07-30 00:00:00","64300.0","900"
"1138375","BANKEX-Jul2026-66600-CE","BANKEX 30 JUL 66600 CALL","","5.0000","30","OPTIDX","D","BSE","820.2500","0.0500","2026-07-30 00:00:00","66600.0","900"
"1136352","SENSEX-Jul2026-74000-CE","SENSEX 30 JUL 74000 CALL","","5.0000","20","OPTIDX","D","BSE","5273.9000","1392.8000","2026-07-30 00:00:00","74000.0","1000"
"1138380","SENSEX-Jun2026-70900-PE","SENSEX 18 JUN 70900 PUT","","5.0000","20","OPTIDX","D","BSE","281.6000","0.0500","2026-06-18 00:00:00","70900.0","1000"
"1138418","SENSEX-Jun2026-80000-PE","SENSEX 18 JUN 80000 PUT","","5.0000","20","OPTIDX","D","BSE","6785.3000","2066.6000","2026-06-18 00:00:00","80000.0","1000"
"1136363","SENSEX-Jul2026-76300-CE","SENSEX 30 JUL 76300 CALL","","5.0000","20","OPTIDX","D","BSE","3570.2500","522.6500","2026-07-30 00:00:00","76300.0","1000"
